Year,Month,Date,GMT,SWEAT index,Showalter index,LIFTED index,K index,Cross totals index,Vertical totals index,Totals totals index,TLCL,PLCL,CINE,CAPE,PRECIPITABLE WATER,1000-500 THICKNESS,prob
1989,4,22,0,161.1,-0.8,-9.1,18,16.3,30.5,46.8,297.79,977.34,-61,3759.3,33.3,5734,,
1989,4,22,12,64.4,9.6,5.5,11.8,5.3,32.3,37.6,274.03,628.77,0,0,19.9,5830,,
1989,4,23,0,106.7,-0.1,-6.2,13,5,31.5,36.5,293.68,933.12,-196.5,2824.4,18.2,5723,,
1989,4,23,12,108.6,5.6,-2.5,20,8.1,31.7,39.8,289.68,791.95,-607.5,649.1,28.1,5848,,
1989,4,24,0,118.2,6.4,-3,13.8,7.5,30.3,37.8,298.38,977.28,-216.3,294.1,35.8,5862,,
1989,4,24,12,48.9,-1.9,-10,17,7.9,32.9,40.8,296.51,878.04,-270.3,2729.9,38.6,5831,,
1989,4,25,0,99.1,-1.1,-8.6,23.6,13.7,36.1,49.8,295.1,944.63,-355.5,2010,32,5822,,
1989,4,25,12,138.1,-6,-14.2,20.4,14.3,37.5,51.8,296.88,896.01,-288.1,4832.2,33.7,5797,,
1989,4,26,0,86.7,-2.1,-10.4,20.6,11.3,34.3,45.6,297.46,966.69,-137.7,3554.3,29.9,5744,,
1989,4,26,12,213.1,2.2,-4.9,26.3,15.1,31.1,46.2,293.64,864.24,-477.2,599.8,41.4,5864,,
1989,4,27,0,184.2,-1.8,-10.5,29,18.1,33.1,51.2,297.89,969.35,-102.6,3777.6,44.2,5781,,
1989,4,27,12,498.8,-1.7,-10.6,43.9,26.3,34.1,60.4,297.89,925.58,-202,4514.2,57.9,5832,,
1989,4,28,0,108.1,-1.3,-9.7,21.8,13.9,28.3,42.2,298.02,979.93,-40.4,3113.3,39.1,5720,,
1989,4,28,12,369.4,-1,-8,33.6,24.1,28.9,53,294.37,863.85,-229.9,3267.8,47.4,5790,,
1989,4,29,0,384.8,-1.6,-10.3,39.3,23.3,32.1,55.4,297.9,958.33,-87,2529.2,53.9,5776,,
1989,4,29,12,214.5,6.6,0.3,32.5,17.3,29.1,46.4,286.41,806.37,-512,49.9,37.4,5753,,
1989,4,30,0,64,-1.1,-9.7,16,8,30.5,38.5,298.35,974.62,-30.3,4281.9,33.8,5729,,
1989,4,30,12,201.8,3.3,-4.8,28.7,14.7,25.5,40.2,297.03,929,-80.3,2997,44.3,5768,,
1989,5,1,0,253.4,4.9,-3.9,32.3,21.1,24.3,45.4,298.41,983.8,-31.2,2670.9,49,5776,,
1989,5,1,12,206.5,2.2,-5.3,18.2,16.5,26.3,42.8,295.05,878.8,-215.8,2647.6,41.9,5805,,
1989,5,2,0,172.8,4.3,-4.7,22.2,10.9,28.1,39,298.04,966.6,-9.5,10.7,38.4,5797,,
1989,5,2,12,191.2,2.9,-5.7,34.7,13.9,29.9,43.8,297.3,912.89,-213,3123.8,54.6,5835,,
1989,5,3,0,159.4,2,-7.2,22.2,14.7,30.7,45.4,299.1,971.88,-116.2,5228.1,39.6,5770,,
1989,5,3,12,235.9,5.7,-3.8,19.8,16.1,31.1,47.2,292.52,806.39,-541,1957.9,34.7,5889,,
1989,5,4,0,153.4,1.1,-8.2,14.8,13.3,29.7,43,299.17,977.19,-77.8,5568.8,34.6,5787,,
1989,5,4,12,50.4,11.9,6.9,7.6,0.6,27.9,28.5,279.46,692.05,0,0,18.9,5849,,
1989,5,5,0,194.4,5.2,-3.8,34.7,15.5,29.7,45.2,297.8,963.91,-224.7,2610.7,45.2,5857,,
1989,5,5,12,72.5,2.7,-6.2,13,3.9,29.3,33.2,297.72,888.5,-252.3,3162.1,38.8,5876,,
1989,5,6,0,57.2,2.8,-6.1,17.8,6.3,32.3,38.6,297.51,958.39,-257.2,2656.4,30.1,5840,,
1989,5,6,12,25.2,-2.2,-9.5,12.8,3.8,29.9,33.7,295.29,838.39,-353.2,4081.5,26.1,5809,,
1989,5,7,0,115.5,3.3,-5.3,27.3,12.3,30.1,42.4,297.03,944.14,-197.5,2129.6,40.8,5837,,
1989,5,7,12,341.3,-1.2,-8.9,41.7,23.9,29.7,53.6,295.92,846.57,-338.5,4331.8,58.3,5826,,
1989,5,8,0,33,0.3,-8.2,10.2,5,31.1,36.1,297.46,955.58,-127.5,2870.2,29.5,5768,,
1989,5,8,12,21.3,5.9,2.7,7.8,1,26.9,27.9,282.98,709.49,0,0,24.1,5835,,
1989,5,9,0,247.3,7.7,-2,23.3,15.6,23.8,39.4,299.36,977.16,-68.7,463.2,49,5822,,
1989,5,9,12,48.5,14.1,10,11,0.2,28.7,28.9,271.31,632.67,0,0,24.6,5804,,
1989,5,10,0,117.2,5.3,-3.4,11.4,9.3,28.7,38,297.18,961.26,-254.8,406.3,33.8,5861,,
1989,5,10,12,73.2,7,0.3,13.2,8.1,28.1,36.2,286.1,763.47,-798.5,94.3,24.1,5817,,
1989,5,11,0,40.2,3.1,-5.1,9.4,6.7,28.3,35,296.73,958.54,-129.6,582.2,33.2,5802,,
1989,5,11,12,48.5,3.7,-3.9,8.6,1.2,27.7,28.9,294.65,882.71,-374.5,1560.3,30.4,5867,,
1989,5,12,0,322,2.1,-6.3,33.2,22.7,29.7,52.4,296.18,919.78,-190.6,3010,52.2,5829,,
1989,5,12,12,112.4,4.5,-2.4,9.6,7.5,27.5,35,293.05,848.4,-474.8,1121,35.6,5864,,
1989,5,13,0,234.3,1.6,-7.1,30.2,18.9,31.9,50.8,297.51,958.39,-135.9,3268.2,45.2,5812,,
1989,5,13,12,284.7,3.9,-6.7,38.7,23.5,25.3,48.8,296.51,891.46,-46.6,1413.8,56.1,5768,,
1989,5,14,0,95.6,8.6,2.1,7.2,7.7,26.5,34.2,294,972.52,0,0,32.5,5807,,
1989,5,14,12,128.8,9.9,3.2,10.4,9.5,26.7,36.2,287.71,838.67,0,0,24,5777,,
1989,5,15,0,228.6,0.8,-7.9,34.7,20.9,26.1,47,298.39,963.79,-15,2125.9,51,5762,,
1989,5,15,12,254.4,6.5,-5.5,31.9,18.1,25.1,43.2,298.73,912.96,-76.5,3757.2,50.2,5862,,
1989,5,16,0,375.8,7.4,0.5,41.1,25.1,26.5,51.6,294.36,956.22,-212.6,43.7,54.8,5807,,
1989,5,16,12,313.6,4,-4.6,36.5,23.1,24.5,47.6,297.7,925.64,-93.3,3902.6,64.6,5803,,
1989,5,17,0,332.3,3,-6.1,43.7,24.5,26.3,50.8,298.87,969.19,-21.2,2174.6,64.1,5790,,
1989,5,17,12,291.7,7.7,-0.4,36.1,20.9,22.9,43.8,296.66,982.62,-4.8,0.1,60.1,5811,,
1989,5,18,0,281.3,8.4,0.2,40.5,21.7,22.3,44,296.66,982.62,-79.1,34,67.6,5811,,
1989,5,18,12,38.8,3.8,-4.3,2,1.6,24.1,25.7,296.65,916.4,-106.9,2863.3,24.9,5791,,
1989,5,19,0,192.7,8,-1.1,29.9,16.3,24.1,40.4,297.84,982.53,-118.7,310.4,53.5,5847,,
1989,5,19,12,268.7,6,-3.7,35.9,22.1,24.1,46.2,294.08,862.18,-105.7,2626.1,47.9,5798,,
1989,5,20,0,247.4,7,-2,36.3,20.7,25.5,46.2,298.15,974.66,-100.8,1000.5,56.3,5818,,
1989,5,20,12,219.1,5.4,-2.9,31.7,21.5,24.7,46.2,291.38,836.77,-171.1,2142.2,40,5764,,
1989,5,21,0,190.8,8,-3.4,30.3,14.9,26.1,41,297.76,925.98,-66.3,3426.2,38.2,5822,,
1989,5,21,12,267.8,7.4,-3.2,32.2,18,21.4,39.4,296.44,864.46,-84.8,5027.4,43.1,5811,,
1989,5,22,0,221.1,9.2,-2.5,28.8,15.2,21.4,36.6,298.61,930.9,-8.7,1.5,40,5804,,
1989,5,22,12,197.5,9.7,1.1,21.9,14.4,23,37.4,291.83,825.84,-260.8,131.2,35,5794,,
1989,5,23,0,265.8,7.2,-3.5,26.2,22.7,23.7,46.4,296.68,935.92,-12.1,1729.8,44.3,5785,,
1989,5,23,12,273.2,7.4,-2.4,36.9,20.3,23.5,43.8,294.39,871.43,-96.5,1988.3,52.7,5808,,
1989,5,24,0,249,9.2,-0.4,40.9,19.7,23.7,43.4,294.02,892.12,-194.9,11.5,65.7,5805,,
1989,5,24,12,228.7,3.8,-4.4,29.6,19.3,27.7,47,291.26,829.77,-228.8,1065.2,39.6,5751,,
1989,5,25,0,379.8,10,-1.4,37.3,19.7,21.7,41.4,297.74,947.68,-0.2,6.4,66,5826,,
1989,5,25,12,410.9,6.9,-4.6,46.1,24.9,25.9,50.8,297.57,913.15,-118.8,2172.8,70.8,5867,,
1989,5,26,0,299.4,10,-0.2,36,18,20,38,295.36,900.14,-36.5,21.5,63,5812,,
1989,5,26,12,369.3,8.4,-2.4,41.1,22.5,23.5,46,296.94,923.56,-61.9,673.8,64.9,5768,,
1989,5,27,0,360.3,6.5,-3.5,43.9,23.5,23.9,47.4,296.71,940.7,-12.6,3807.3,65.3,5674,,
1989,5,27,12,318.5,6,-3.8,38.3,20.3,23.1,43.4,295.09,888.96,-50.5,1980.8,52.3,5747,,
1989,5,28,0,347.2,5.2,-5.1,37.3,23.7,23.9,47.6,296.41,928.62,-7,17,52.4,5740,,
1989,5,28,12,255.3,9.5,-1.3,21.6,19.3,26.9,46.2,296.13,921.12,-152.3,122.6,45.8,5842,,
1989,5,29,0,33,4.9,-4.1,10,2.8,26.9,29.7,298.8,979.84,-75.5,1414,38,5772,,
1989,5,29,12,195,2.1,-5.9,25.2,15.7,27.3,43,296.39,903.15,-164.3,2547.3,46.9,5802,,
1989,5,30,0,202.4,-0.9,-9.7,20,19.3,31.3,50.6,298.12,972,-71.8,1457.7,41.9,5780,,
1989,5,30,12,291.4,4.9,-3,32.2,23.5,25.7,49.2,295.83,903.4,-181.7,919.3,57,5814,,
1989,5,31,0,200.5,8.7,1.9,29.6,17.1,24.9,42,294.59,972.46,-163.5,100,49.2,5757,,
1989,5,31,12,136.1,3.5,1.9,23.4,12.7,26.1,38.8,295.45,893.14,-205.1,61.4,36.2,5780,,
1989,6,1,0,121.2,1.5,-7.5,27.2,14.5,27.5,42,299,984.73,-51.8,3304,55.7,5763,,
1989,6,1,12,254.8,5.9,-1.6,31.8,19.7,25.5,45.2,294.89,893.42,-219.1,343.3,53.8,5825,,
1989,6,2,0,264.9,9.4,0.5,36,18.8,23.2,42,297.46,966.69,-183.1,221.8,63.6,5834,,
1989,6,2,12,189.3,6.7,-2.8,22,16.9,23.9,40.8,294.11,874.57,-88.2,1431.6,35.9,5750,,
1989,6,3,0,148.1,7.3,-1.2,27.7,8.3,26.5,34.8,297.02,964.04,-169.7,291.6,47.8,5844,,
1989,6,3,12,378.9,5.1,-7.1,47.5,24.7,27.1,51.8,299.54,896.4,-72.4,3890.5,65.2,5847,,
1989,6,4,0,167.8,6.5,-1,29.5,15.5,24.9,40.4,295.99,974.9,-116,39.1,46.2,5776,,
1989,6,4,12,247.1,3.6,-7.8,35.5,20.3,24.1,44.4,298.51,902.2,-27.7,5006.3,48.9,5773,,
1989,6,5,0,213.2,6.4,-2.2,28.1,15.7,24.3,40,297.69,969.38,-116.5,357.3,55.1,5807,,
1989,6,5,12,256.6,5.2,-4.3,28.4,23.3,25.7,49,294.2,877.53,-100.9,1794.9,38.4,5779,,
1989,6,6,0,170.8,-0.7,-9.8,26.4,19.1,28.1,47.2,299.17,977.19,-6.5,2091.3,44.6,5761,,
1989,6,6,12,258.1,7.5,-3.9,31.8,18.9,24.3,43.2,298.15,913.04,-49.2,3532.9,46.4,5796,,
1989,6,7,0,250.9,6.9,-3,30.9,19.3,27.1,46.4,299.71,992.57,-133.6,1338.6,58.9,5847,,
1989,6,7,12,382.3,5.1,-5.3,40.3,22.5,25.1,47.6,295.89,882.94,-62.8,2244.3,53.5,5797,,
1989,6,8,0,208.5,5.1,-4.6,32.3,18.3,27.7,46,299.4,979.78,-135.4,1785.1,53.4,5842,,
1989,6,8,12,336.5,6.9,-3,41.9,22.9,28.9,51.8,293.77,835.59,-321.1,1815.3,45.2,5878,,
1989,6,9,0,149.1,4.6,-4.6,18.8,13.1,25.3,38.4,298.58,963.76,-57.9,1612.7,41.5,5820,,
1989,6,9,12,317.9,8.8,0.2,31.6,22.5,28.1,50.6,291.28,826.14,-468.7,6.4,43.1,5831,,
1989,6,10,0,198.5,8.2,-2.2,34.9,15.9,25.7,41.6,295.62,894.51,-135.7,1448.2,48.5,5827,,
1989,6,10,12,266.1,7.1,-2.2,30.6,20.7,27.1,47.8,292.49,802.44,-437.8,1394.5,45.5,5864,,
1989,6,11,0,234.5,7.9,-3.4,37.7,18.9,24.1,43,297.22,915.82,-47,2655.4,52.6,5839,,
1989,6,11,12,229.2,8.1,-2.5,33.2,16.8,24.8,41.6,295.58,861.6,-181.9,8.3,45.2,5868,,
1989,6,12,0,279.9,8.3,-2,37.3,21.7,23.5,45.2,295.6,926.23,-84.4,473.4,52.8,5804,,
1989,6,12,12,301.5,5.1,-6.4,41.1,23.7,25.1,48.8,298.32,923.4,-15,2676,57.3,5797,,
1989,6,13,0,231.2,9.4,-1.4,34.3,18.1,21.1,39.2,296.91,940.68,-2.1,160.8,58.4,5778,,
1989,6,13,12,330.5,8.8,-1.4,40.1,23.7,23.7,47.4,296.12,940.73,-94.4,76.6,63.5,5753,,
1989,6,14,0,319.7,12.3,2.7,36,17.8,18.8,36.6,295.08,933.62,0,0,66.6,5740,,
1989,6,14,12,306,8.1,-3.1,40.5,21.1,21.3,42.4,297.87,935.84,-3.1,1793.4,64.2,5763,,
1989,6,15,0,296.4,9.5,-1,34.3,19.5,22.7,42.2,296.2,913.37,-61.2,757.4,55.9,5803,,
1989,6,15,12,271.7,6.9,-4,34.9,21.7,24.3,46,297.06,933.48,-22,1360.5,52,5782,,
1989,6,16,0,155.2,6.4,-2.2,26.5,12.7,28.1,40.8,292.13,872.23,-187.9,371.6,35.7,5781,,
1989,6,16,12,231.6,5.6,-3.9,41.5,21.3,27.5,48.8,293.29,856.08,-223.7,251.4,52,5839,,
1989,6,17,0,240.5,8,0,36.9,18.9,25.7,44.6,296.71,990.19,-190.5,34.9,62.8,5820,,
1989,6,17,12,231.6,5.9,-1.4,37.1,20.9,22.1,43,295.61,950.3,-32.1,367.8,61.9,5764,,
1989,6,18,0,188.9,7.2,0.1,32.5,17.5,19.9,37.4,295.6,974.96,-6.5,237.7,56,5764,,
1989,6,18,12,255.6,8.7,-2.7,38.2,18.8,21.4,40.2,297.71,910.46,-27.5,2193.9,64.6,5831,,
1989,6,19,0,271.1,9.2,0.4,35.5,19.7,20.9,40.6,297.65,982.53,0,0,66.6,5851,,
1989,6,19,12,238.9,8.3,-1.7,32.3,18.5,21.5,40,295.36,900.14,-31.5,553.3,51.1,5784,,
1989,6,20,0,299.7,9,-2,41.5,21.9,21.9,43.8,296.95,947.71,-1,918.9,66.1,5837,,
1989,6,20,12,320.8,7.2,-4.1,41.9,23.5,23.7,47.2,298.34,947.68,-4.3,0,61.4,5764,,
1989,6,21,0,290.9,9.7,-1.1,39.5,20.7,21.3,42,297.11,940.68,-12.1,1707.4,63.9,5777,,
1989,6,21,12,300.1,10.2,-0.8,35,19.6,20.2,39.8,296.98,926.06,-9.7,2.5,62.2,5823,,
1989,6,22,0,335.8,7.9,-1.5,44.3,22.3,22.3,44.6,300.15,949.99,0,3591.4,75.4,5874,Prob,
1989,6,22,12,290.9,6.8,-4.6,41.3,22.1,24.1,46.2,297.57,913.15,-25.2,2717.6,59.7,5847,,
1989,6,23,0,280,6.2,-3.2,36.3,20.3,22.3,42.6,298.83,982.44,-5.5,1551.1,56.9,5822,,
1989,6,23,12,259.5,8.8,-2.3,34.5,20.5,24.7,45.2,296.74,923.56,-65.1,1371,51.1,5832,,
1989,6,24,0,208.2,5.3,-3.9,33.1,17.7,22.1,39.8,298.86,985.03,-2.3,1758.3,55.6,5800,,
1989,6,24,12,209.2,4.8,-5.1,30.5,18.7,23.7,42.4,295.49,897.33,-34.2,1940.8,39.3,5748,,
1989,6,25,0,275.6,4,-5.4,43.1,22.7,26.3,49,299,979.84,-32.2,4138,66.2,5826,,
1989,6,25,12,232.2,8,-2.5,28.7,17.9,24.5,42.4,296.3,908.05,-61,589.6,43.6,5795,,
1989,6,26,0,254.7,6.7,-4.5,35.9,21.7,21.9,43.6,298.15,949.99,5.7,4092.3,54.2,5773,Prob,
1989,6,26,12,295.9,7.2,-3.6,38.5,21.9,23.9,45.8,296.55,923.59,-22.1,1673,56,5818,,
1989,6,27,0,245.3,7.6,-2.3,33.9,20.9,23.3,44.2,295.32,940.76,-13.6,2287,45.5,5799,,
1989,6,28,0,272.6,5.7,-4.4,37.1,23.5,26.1,49.6,295.65,931.14,-47.5,2288.2,43.7,5777,,
1989,6,28,12,282.4,10.2,1.5,38.5,20.5,22.7,43.2,292.6,898.02,0,0,51.9,5797,,
1989,6,29,0,254.3,9.3,-1.5,32.9,18.1,22.5,40.6,296.3,908.05,-58.4,363.3,51.7,5836,,
1989,6,29,12,322.3,6.5,-4.5,42.3,23.5,26.3,49.8,296.52,899.86,-105.1,2961.6,58.9,5843,,
1989,6,30,0,275.4,8.8,-2.1,42.1,22.3,22.3,44.6,296.93,945.37,-3.4,7.9,60.4,5824,,
1989,6,30,12,298.6,8,-3.1,42.1,23.1,23.1,46.2,297.29,938.29,-7.7,2810.4,60.5,5810,,
1989,7,1,0,330.6,5.4,-4,44.7,24.9,25.1,50,298.51,969.02,-57.9,45.2,73,5857,,
1989,7,1,12,304.7,7.7,-4,43.7,22.9,23.1,46,298.66,935.79,-7,0.2,70.2,5814,,
1989,7,2,0,351.5,10.1,-2.3,47,23,24.2,47.2,299.53,945.32,-83.3,1150.4,84.8,5862,,
1989,7,3,0,352.2,3.6,-8.8,47.1,25.3,25.9,51.2,300.27,938.12,-3.1,7579,66.5,5815,,
1989,7,3,12,281.3,8.9,-2.2,40.3,19.9,21.9,41.8,296.74,910.63,-28.6,1672.8,62.5,5850,,
1989,7,4,0,289.7,7.5,-4.7,45.9,23.3,24.1,47.4,299.08,938.18,-19.3,2389.2,70,5860,,
1989,7,4,12,270.9,6.2,-5.4,43.7,23.7,24.7,48.4,298.52,942.98,-5.4,2274.7,66.6,5811,,
1989,7,5,0,269.6,5.1,-3.8,43.3,24.1,24.5,48.6,298.27,985.06,-48.5,1634.7,77.1,5805,,
1989,7,5,12,270.5,8.6,-0.5,40.9,20.9,21.3,42.2,298.46,985.03,-41.8,242.1,73.3,5825,,
1989,7,6,0,267.3,6.3,-3.2,40.9,21.7,23.5,45.2,298.88,987.56,-3.6,3.3,65.7,5830,,
1989,7,6,12,263.4,5.5,-3.1,42.1,21.7,22.9,44.6,297.15,941.15,-55,1590.8,71,5840,,
1989,7,7,0,279.5,8.7,1.2,39.7,20.1,21.1,41.2,295.47,953.17,0,0,69.8,5800,,
1989,7,7,12,284.6,6.6,-2.8,38.1,21.1,23.9,45,298.43,955.4,-76.2,1887.9,72.2,5867,,
1989,7,8,0,210.6,3,-6.2,34.3,20.1,23.3,43.4,298.83,982.44,-3.9,3893.6,57,5781,,
1989,7,9,0,248,5.5,-3.9,38.5,21.9,24.9,46.8,298.41,979.87,-42.2,1253.3,62.8,5836,,
1989,7,9,12,200,4.7,-4.3,23.2,16.9,23.7,40.6,297.13,919.48,-94,11,52.3,5888,,
1989,7,10,0,228.3,7.1,-1.9,35.7,18.1,22.5,40.6,298.12,972,-32.3,938.9,59.8,5816,,
1989,7,10,12,308.5,10.7,-1.8,39.6,19.6,21.2,40.8,299.12,912.88,-39.4,3355.4,65.8,5898,,
1989,7,11,0,296.3,4.9,-4.6,43.9,23.7,27.1,50.8,298.71,971.91,-97.1,2277.1,66.6,5865,,
1989,7,11,12,283.9,8.8,-2.8,43.4,21.8,22.8,44.6,297.66,907.8,-45.8,772.1,66.3,5863,,
1989,7,12,0,269.1,7.4,-1.7,42.5,21.3,24.3,45.6,298.41,979.87,-56.2,504.6,72.1,5836,,
1989,7,12,12,257.1,4.8,-7.1,37.3,23.3,25.7,49,298.72,942.98,-1.1,955.7,50,5844,,
1989,7,13,0,240.9,5.4,-3.5,37.5,20.5,24.5,45,297.96,974.69,-55.2,874,62.4,5824,,
1989,7,13,12,299,8.6,-1,46.3,23.1,26.1,49.2,298.27,985.06,-285.2,33.2,86.4,5918,,
1989,7,14,0,266.8,9.3,0.5,38.3,20.1,21.3,41.4,297.51,990.16,0,0,76,5850,,
1989,7,14,12,248.6,4.6,-3.9,35.7,20.5,21.3,41.8,297.35,949.91,-15.1,2896.7,60.7,5793,,
1989,7,15,0,258.6,8.1,-1,38.5,20.9,24.9,45.8,297.67,985.09,-146,324.3,69.2,5863,,
1989,7,15,12,324.6,3.4,-4.6,40.7,23.7,28.1,51.8,295.17,886.12,-301.4,978.2,63.4,5880,,
1989,7,16,0,262.8,9.3,-0.1,39.2,19.8,21.4,41.2,298.21,979.9,-50.8,0.3,75.1,5870,,
1989,7,16,12,273,5.6,-4.1,38.1,22.1,23.5,45.6,299.02,966.45,-60.4,6,73.1,5871,,
1989,7,17,0,234.5,6.2,-3.2,34.1,20.5,22.7,43.2,298.44,982.47,-11.2,5.4,62.3,5856,,
1989,7,17,12,301.2,7.1,-3.8,44.7,23.5,26.1,49.6,295.9,876.98,-169.1,2497.1,69.3,5873,,
1989,7,18,0,308.2,5.2,-6.8,39.3,24.9,24.9,49.8,298.83,933.34,-7.1,4426.6,61.5,5825,,
1989,7,18,12,252.7,7.2,-5,34.5,20.5,20.9,41.4,298.94,925.84,-7.2,873.1,55.4,5832,,
1989,7,19,0,255.5,8.1,-0.8,38.1,21.5,22.3,43.8,297.87,985.09,-79.1,43.2,75.1,5842,,
1989,7,19,12,248.3,8.7,-2.6,36.5,19.5,21.5,41,297.32,910.55,-26.1,643.8,62.9,5844,,
1989,7,20,0,212,11.5,3.2,34.1,17.7,21.7,39.4,291.8,906.29,0,0,50.1,5800,,
1989,7,20,12,272.4,6.8,-5,41.3,21.5,22.3,43.8,298.91,923.32,-10.7,2301.6,65.6,5821,,
1989,7,21,0,261.5,8.4,-2.3,38.7,20.9,21.3,42.2,296.5,938.31,-2.3,862,59.4,5809,,
1989,7,21,12,292.2,11.7,3.2,33.9,19.1,21.1,40.2,291.32,884.32,0,0,52.3,5851,,
1989,7,22,0,330.8,7,-3.6,39.7,23.5,24.7,48.2,296.34,945.4,-38.5,1974.3,56.7,5814,,
1989,7,22,12,339.1,6.8,-4.6,35.1,20.3,22.5,42.8,297.22,905.19,-26.8,13.8,58.3,5862,,
1989,7,23,0,305.6,7.3,-3.2,40.5,23.1,24.1,47.2,296.12,940.73,-17.1,1417.7,53.9,5806,,
1989,7,23,12,329.5,6.1,-6.3,43.5,24.1,24.5,48.6,299.25,935.76,-5.7,2042.9,70,5872,,
1989,7,24,0,306.3,9.6,0.2,40.8,20.6,21.2,41.8,298.46,985.03,-137.5,0.4,77.5,5875,,
1989,7,24,12,250,9.6,0.3,31.7,20.9,21.5,42.4,293.55,918.95,-101.5,3.8,45.2,5821,,
1989,7,25,0,237.8,8.1,-2.5,36.3,21.5,22.7,44.2,296.1,938.34,-4.2,6.6,50.5,5827,,
1989,7,25,12,119.9,11.3,4.4,14.6,9.7,22.9,32.6,286.43,814.11,0,0,27.3,5880,,
1989,7,26,0,278.3,6.5,-4.8,40.3,23.1,23.7,46.8,297.71,940.65,-3.7,2176.4,56.2,5815,,
1989,7,26,12,354,7.3,-0.3,47.4,22.8,23.8,46.6,302.15,949.99,0,976.7,79.1,5850,Prob,
1989,7,27,0,273.5,9.6,-1.5,38.5,19.7,21.7,41.4,297.51,940.65,-16.1,571.8,57.9,5796,,
1989,7,27,12,346.9,4,-8,45.9,25.7,25.7,51.4,299.17,928.34,-7.7,5146.8,67,5807,,
1989,7,28,0,281.5,9.5,-2.1,43.7,22.3,22.3,44.6,298.13,945.34,-20.3,284.1,71.8,5835,,
1989,7,28,12,302.1,9.2,-2.3,39.1,20.3,21.9,42.2,297.87,935.84,-9.8,0.5,69.9,5834,,
1989,7,29,0,299.3,12.9,-2.3,36.7,19.1,19.1,38.2,294.09,933.7,0,0,49.9,5834,,
1989,7,29,12,260.6,8.6,-2,38.1,19.9,22.3,42.2,296.16,923.65,-20.3,359,60.8,5823,,
1989,7,30,0,369.5,11.7,2.7,47.8,22.8,24.2,47,296.94,972.15,0,0,94.9,5950,,
1989,7,30,12,245,7.3,-0.8,24.9,16.9,21.9,38.8,296.25,953.02,0,0,52.6,5844,,
1989,7,31,0,258.3,9.4,0.2,37.5,20.3,21.1,41.4,294.3,936.06,-6.4,107.1,55.7,5757,,
1989,7,31,12,290.8,11.9,2,42.5,21.3,21.9,43.2,295.1,936.01,0,0,67.9,5811,,
1989,8,1,0,247.5,9.7,1.5,37.1,18.9,19.1,38,297.34,996.58,-2.2,1.1,73.8,5775,,
1989,8,1,12,258.7,7.3,-3.3,38.9,20.9,21.3,42.2,296.9,938.31,-2.3,1300.5,62.1,5759,,
1989,8,2,0,256.3,10.5,1.6,38.3,20.7,20.7,41.4,293.72,938.48,-44.4,12.2,59.4,5751,,
1989,8,2,12,313,3.3,1.6,46.1,24.7,25.9,50.6,300.35,928.23,-9.8,227.5,45.8,5751,,
1989,8,3,0,264.8,9.7,-0.9,40.5,21.1,22.3,43.4,296.29,935.95,-65.1,75.4,67.7,5806,,
1989,8,3,12,254.3,9.5,-0.4,38.1,20.3,20.3,40.6,295.31,938.4,-2.6,35.2,63.1,5788,,
1989,8,4,0,307.2,6.7,-5.8,43.5,22.5,22.5,45,300.14,947.68,-2.4,4244.5,73.2,5821,,
1989,8,4,12,298.3,6.1,-4.5,39.3,23.3,23.3,46.6,296.9,938.31,-2.3,1661.5,55.2,5751,,
1989,8,5,0,321.8,9.8,-1.6,39.9,21.5,21.9,43.4,297.74,947.68,-33.6,1231.7,65.8,5826,,
1989,8,5,12,273.2,3.7,-5.2,38.5,22.5,24.1,46.6,300.15,949.99,0,149.5,49.4,5795,Prob,
1989,8,6,0,267.3,8.3,-2.4,41.1,21.9,21.9,43.8,296.74,945.4,-0.7,423.5,61.3,5804,,
1989,8,6,12,243.3,8.6,-1.3,33.9,19.1,21.9,41,294.25,886.32,-62.4,56.6,50.5,5839,,
1989,8,7,0,242.3,9,0.8,35.7,17.7,20.7,38.4,297,977.4,-33.8,23.3,66.5,5816,,
1989,8,7,12,270.8,6,-5.4,39.1,20.9,23.5,44.4,297.57,913.15,-24.6,15,55.1,5850,,
1989,8,8,0,277,7.3,-1.8,37.7,20.5,20.7,41.2,298.66,985.03,-7.9,1665.8,67.8,5812,,
1989,8,8,12,251.2,7.7,-3.7,38.7,21.1,23.1,44.2,297.37,913.18,-24,2258.8,59.5,5866,,
1989,8,9,0,257,7.6,-2,38.3,20.7,22.5,43.2,299.31,992.6,-16.6,1429.9,69.2,5835,,
1989,8,9,12,250.7,9.3,-1.9,38.9,19.9,22.3,42.2,296.79,913.26,-41.8,290.1,61.8,5859,,
1989,8,10,0,229.7,5.1,-4.4,34.1,20.5,27.5,48,299.06,985,-139.5,1333.6,57.9,5845,,
1989,8,10,12,272.5,9,-1.7,40.5,20.5,22.7,43.2,296,902.72,-63.7,248.6,62.1,5854,,
1989,8,11,0,208.3,9.1,-0.2,28.3,16.9,20.3,37.2,294.2,923.89,-9.6,202.3,41.8,5777,,
1989,8,11,12,258.2,11.1,1.3,32.5,18.9,19.5,38.4,294.88,933.64,-9.2,1.7,50.8,5803,,
1989,8,12,0,260.1,11.2,1.4,37.9,19.9,19.9,39.8,295.35,949.99,0,0.2,55.7,5786,Prob,
1989,8,12,12,288.5,10,-1.4,36.4,19,21.6,40.6,297.37,913.18,-104.9,21.4,65.4,5864,,
